headword,word,line_number,filename,context,is_elided,is_final,text_type
long,longe,Book of the Duchess 20,data/riverside_cats/BD_riv.cat,Nat longe tyme to endure,False,False,RIVERSIDE
olde,olde,Book of the Duchess 53,data/riverside_cats/BD_riv.cat,That clerkes had in olde tyme,False,False,RIVERSIDE
long,longe,Book of the Duchess 79,data/riverside_cats/BD_riv.cat,Hom for it was a longe terme,False,False,RIVERSIDE
wel,wele,Book of the Duchess 82,data/riverside_cats/BD_riv.cat,It was not wele he dwelte so,False,False,RIVERSIDE
swete,swete,Book of the Duchess 108,data/riverside_cats/BD_riv.cat,A mercy swete lady dere,False,False,RIVERSIDE
pure,pure,Book of the Duchess 259,data/riverside_cats/BD_riv.cat,I wol do peynte with pure gold,False,False,RIVERSIDE
glad,glade,Book of the Duchess 338,data/riverside_cats/BD_riv.cat,With many glade gilde stremes,False,False,RIVERSIDE
cler,clere,Book of the Duchess 340,data/riverside_cats/BD_riv.cat,Blew bryght clere was the ayr,False,False,RIVERSIDE
smothe,smothe,Book of the Duchess 394,data/riverside_cats/BD_riv.cat,And leyde al smothe doun hys heres,False,False,RIVERSIDE
grene,grene,Book of the Duchess 398,data/riverside_cats/BD_riv.cat,Doun by a floury grene wente,False,False,RIVERSIDE
huge,huge,Book of the Duchess 447,data/riverside_cats/BD_riv.cat,To an ook an huge tree,False,False,RIVERSIDE
pure,pure,Book of the Duchess 490,data/riverside_cats/BD_riv.cat,The blood was fled for pure drede,False,False,RIVERSIDE
god,goode,Book of the Duchess 560,data/riverside_cats/BD_riv.cat,Graunt mercy goode frend quod he,False,False,RIVERSIDE
noble,noble,Book of the Duchess 834,data/riverside_cats/BD_riv.cat,So noble port and meyntenaunce,False,False,RIVERSIDE
god,goode,Book of the Duchess 860,data/riverside_cats/BD_riv.cat,Debonaire goode glade and sadde,False,False,RIVERSIDE
sobre,sobre,Book of the Duchess 880,data/riverside_cats/BD_riv.cat,She nas to sobre ne to glad,False,False,RIVERSIDE
god,goode,Book of the Duchess 891,data/riverside_cats/BD_riv.cat,But goode folk over al other,False,False,RIVERSIDE
softe,softe,Book of the Duchess 919,data/riverside_cats/BD_riv.cat,And which a goodly softe speche,False,False,RIVERSIDE
god,goode,Book of the Duchess 948,data/riverside_cats/BD_riv.cat,And goode faire White she het,False,False,RIVERSIDE
fair,faire,Book of the Duchess 948,data/riverside_cats/BD_riv.cat,And goode faire White she het,False,False,RIVERSIDE
muche,moche,Book of the Duchess 986,data/riverside_cats/BD_riv.cat,Had as moche debonairte,False,False,RIVERSIDE
long,longe,Book of the Duchess 1148,data/riverside_cats/BD_riv.cat,Noght longe tyme leve hyt wel,False,False,RIVERSIDE
ofte,ofte,Book of the Duchess 1158,data/riverside_cats/BD_riv.cat,And ofte tyme I song hem loude,False,False,RIVERSIDE
muche,moche,Book of the Duchess 1197,data/riverside_cats/BD_riv.cat,So moche beaute trewely,False,False,RIVERSIDE
pure,pure,Book of the Duchess 1209,data/riverside_cats/BD_riv.cat,In my tale for pure fere,False,False,RIVERSIDE
pure,pure,Book of the Duchess 1212,data/riverside_cats/BD_riv.cat,Softe and quakynge for pure drede,False,False,RIVERSIDE
pure,pure,Book of the Duchess 1251,data/riverside_cats/BD_riv.cat,For pure fere but stal away,False,False,RIVERSIDE
riche,ryche,Book of the Duchess 1319,data/riverside_cats/BD_riv.cat,Be Seynt Johan on a ryche hil,False,False,RIVERSIDE
grene,grene,The Clerk's Tale 120,data/riverside_cats/ClT_riv.cat,And thogh youre grene youthe floure as yit,False,False,RIVERSIDE
heigh,hye,The Clerk's Tale 135,data/riverside_cats/ClT_riv.cat,And taak a wyf for hye Goddes sake,False,False,RIVERSIDE
straunge,straunge,The Clerk's Tale 138,data/riverside_cats/ClT_riv.cat,And that a straunge successour sholde take,False,False,RIVERSIDE
mek,meeke,The Clerk's Tale 141,data/riverside_cats/ClT_riv.cat,Hir meeke preyere and hir pitous cheere,False,False,RIVERSIDE
selde,seelde,The Clerk's Tale 146,data/riverside_cats/ClT_riv.cat,That seelde tyme is founde in mariage,False,False,RIVERSIDE
povre,povre,The Clerk's Tale 200,data/riverside_cats/ClT_riv.cat,In which that povre folk of that village,False,False,RIVERSIDE
povre,povre,The Clerk's Tale 204,data/riverside_cats/ClT_riv.cat,Amonges thise povre folk ther dwelte a man,False,False,RIVERSIDE
tender,tendre,The Clerk's Tale 218,data/riverside_cats/ClT_riv.cat,But thogh this mayde tendre were of age,False,False,RIVERSIDE
povre,povre,The Clerk's Tale 222,data/riverside_cats/ClT_riv.cat,Hir olde povre fader fostred shee,False,False,RIVERSIDE
ofte,ofte,The Clerk's Tale 233,data/riverside_cats/ClT_riv.cat,Ful ofte sithe this markys sette his ye,False,False,RIVERSIDE
humble,humble,The Clerk's Tale 298,data/riverside_cats/ClT_riv.cat,And she with reverence in humble cheere,False,False,RIVERSIDE
lege,lige,The Clerk's Tale 310,data/riverside_cats/ClT_riv.cat,And art my feithful lige man ybore,False,False,RIVERSIDE
pale,pale,The Clerk's Tale 340,data/riverside_cats/ClT_riv.cat,For which she looked with ful pale face,False,False,RIVERSIDE
sobre,sobre,The Clerk's Tale 366,data/riverside_cats/ClT_riv.cat,And forth he gooth with a ful sobre cheere,False,False,RIVERSIDE
wroth,wrothe,The Clerk's Tale 437,data/riverside_cats/ClT_riv.cat,Were wrothe she wolde bryngen hem aton,False,False,RIVERSIDE
long,longe,The Clerk's Tale 442,data/riverside_cats/ClT_riv.cat,Nat longe tyme after that this Grisild,False,False,RIVERSIDE
maide,mayde,The Clerk's Tale 446,data/riverside_cats/ClT_riv.cat,For though a mayde child coome al bifore,False,False,RIVERSIDE
sterne,stierne,The Clerk's Tale 465,data/riverside_cats/ClT_riv.cat,With stierne face and with ful trouble cheere,False,False,RIVERSIDE
trouble,trouble,The Clerk's Tale 465,data/riverside_cats/ClT_riv.cat,With stierne face and with ful trouble cheere,False,False,RIVERSIDE
ouen,owene,The Clerk's Tale 504,data/riverside_cats/ClT_riv.cat,Youre owene thyng werketh after youre wille,False,False,RIVERSIDE
yong,yonge,The Clerk's Tale 567,data/riverside_cats/ClT_riv.cat,Have heer agayn youre litel yonge mayde,False,False,RIVERSIDE
ouen,owene,The Clerk's Tale 652,data/riverside_cats/ClT_riv.cat,Ye been oure lord dooth with youre owene thyng,False,False,RIVERSIDE
povre,povre,The Clerk's Tale 724,data/riverside_cats/ClT_riv.cat,For he a povre womman wedded hadde,False,False,RIVERSIDE
humble,humble,The Clerk's Tale 824,data/riverside_cats/ClT_riv.cat,But humble servant to youre worthynesse,False,False,RIVERSIDE
treu,trewe,The Clerk's Tale 838,data/riverside_cats/ClT_riv.cat,And am youre trewe wyf it is no drede,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 841,data/riverside_cats/ClT_riv.cat,And of youre newe wyf God of his grace,False,False,RIVERSIDE
bar,bare,The Clerk's Tale 879,data/riverside_cats/ClT_riv.cat,Be seyn al bare wherfore I yow preye,False,False,RIVERSIDE
povre,poure,The Clerk's Tale 904,data/riverside_cats/ClT_riv.cat,For out of doute this olde poure man,False,False,RIVERSIDE
rude,rude,The Clerk's Tale 916,data/riverside_cats/ClT_riv.cat,For rude was the clooth and moore of age,False,False,RIVERSIDE
tender,tendre,The Clerk's Tale 927,data/riverside_cats/ClT_riv.cat,No tendre mouth noon herte delicaat,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 942,data/riverside_cats/ClT_riv.cat,Was kouth eek that a newe markysesse,False,False,RIVERSIDE
humble,humble,The Clerk's Tale 949,data/riverside_cats/ClT_riv.cat,And she with humble herte and glad visage,False,False,RIVERSIDE
dere,deere,The Clerk's Tale 999,data/riverside_cats/ClT_riv.cat,Ay ful of clappyng deere ynogh a jane,False,False,RIVERSIDE
sad,sadde,The Clerk's Tale 1002,data/riverside_cats/ClT_riv.cat,Thus seyden sadde folk in that citee,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 1005,data/riverside_cats/ClT_riv.cat,To han a newe lady of hir toun,False,False,RIVERSIDE
povre,povre,The Clerk's Tale 1043,data/riverside_cats/ClT_riv.cat,As koude a povre fostred creature,False,False,RIVERSIDE
dere,dere,The Clerk's Tale 1056,data/riverside_cats/ClT_riv.cat,Now knowe I dere wyf thy stedfastnesse,False,False,RIVERSIDE
deinte,deyntee,The Clerk's Tale 1112,data/riverside_cats/ClT_riv.cat,That it was deyntee for to seen the cheere,False,False,RIVERSIDE
riche,riche,The Clerk's Tale 1118,data/riverside_cats/ClT_riv.cat,With a coroune of many a riche stoon,False,False,RIVERSIDE
dere,deere,The Canon's Yeoman's Tale 795,data/riverside_cats/CYT_riv.cat,And othere swiche deere ynough a leek,False,False,RIVERSIDE
nice,nyce,The Canon's Yeoman's Tale 842,data/riverside_cats/CYT_riv.cat,In lernyng of this elvysshe nyce loore,False,False,RIVERSIDE
ofte,ofte,The Canon's Yeoman's Tale 1031,data/riverside_cats/CYT_riv.cat,And this chanoun hym thanked ofte sithe,False,False,RIVERSIDE
olde,olde,The Canon's Yeoman's Tale 1067,data/riverside_cats/CYT_riv.cat,Stynketh as witnessen thise olde wyse,False,False,RIVERSIDE
holwe,holwe,The Canon's Yeoman's Tale 1265,data/riverside_cats/CYT_riv.cat,An holwe stikke taak kep and be war,False,False,RIVERSIDE
god,goode,The Canon's Yeoman's Tale 1295,data/riverside_cats/CYT_riv.cat,Now goode sire go forth thy wey and hy the,False,False,RIVERSIDE
humble,humble,The Franklin's Tale 758,data/riverside_cats/FranT_riv.cat,Sire I wol be youre humble trewe wyf,False,False,RIVERSIDE
treu,trewe,The Franklin's Tale 758,data/riverside_cats/FranT_riv.cat,Sire I wol be youre humble trewe wyf,False,False,RIVERSIDE
humble,humble,The Franklin's Tale 791,data/riverside_cats/FranT_riv.cat,Heere may men seen an humble wys accord,False,False,RIVERSIDE
yong,yonge,The Franklin's Tale 956,data/riverside_cats/FranT_riv.cat,Ther yonge folk kepen hir observaunces,False,False,RIVERSIDE
derk,dirke,The Franklin's Tale 1074,data/riverside_cats/FranT_riv.cat,Into hir owene dirke regioun,False,False,RIVERSIDE
long,longe,The Franklin's Tale 1081,data/riverside_cats/FranT_riv.cat,And longe tyme he lay forth in a traunce,False,False,RIVERSIDE
ded,dede,The Franklin's Tale 1181,data/riverside_cats/FranT_riv.cat,And he answerde hym that they dede were,False,False,RIVERSIDE
wilde,wilde,The Franklin's Tale 1190,data/riverside_cats/FranT_riv.cat,Forestes parkes ful of wilde deer,False,False,RIVERSIDE
wilde,wilde,The Franklin's Tale 1195,data/riverside_cats/FranT_riv.cat,He saugh whan voyded were thise wilde deer,False,False,RIVERSIDE
double,double,The Franklin's Tale 1252,data/riverside_cats/FranT_riv.cat,Janus sit by the fyr with double berd,False,False,RIVERSIDE
humble,humble,The Franklin's Tale 1309,data/riverside_cats/FranT_riv.cat,With dredful herte and with ful humble cheere,False,False,RIVERSIDE
noble,noble,The Franklin's Tale 1364,data/riverside_cats/FranT_riv.cat,Hath ther nat many a noble wyf er this,False,False,RIVERSIDE
treu,trewe,The Franklin's Tale 1555,data/riverside_cats/FranT_riv.cat,And she was to hym trewe for everemoore,False,False,RIVERSIDE
lef,leeve,The Franklin's Tale 1607,data/riverside_cats/FranT_riv.cat,This philosophre answerde Leeve brother,False,False,RIVERSIDE
glad,glade,The Friar's Tale 1348,data/riverside_cats/FriT_riv.cat,And they were glade for to fille his purs,False,False,RIVERSIDE
dere,deere,The Friar's Tale 1395,data/riverside_cats/FriT_riv.cat,Depardieux quod this yeman deere broother,False,False,RIVERSIDE
softe,softe,The Friar's Tale 1412,data/riverside_cats/FriT_riv.cat,This yeman hym answerde in softe speche,False,False,RIVERSIDE
dere,deere,The Friar's Tale 1424,data/riverside_cats/FriT_riv.cat,Now by my trouthe brother deere seyde he,False,False,RIVERSIDE
lef,leeve,The Friar's Tale 1444,data/riverside_cats/FriT_riv.cat,But leeve brother tel me thanne thy name,False,False,RIVERSIDE
lef,leeve,The Friar's Tale 1474,data/riverside_cats/FriT_riv.cat,Ful many a cause leeve sire somonour,False,False,RIVERSIDE
treu,trewe,The Friar's Tale 1529,data/riverside_cats/FriT_riv.cat,For to be trewe brother in this cas,False,False,RIVERSIDE
muche,muche,The Friar's Tale 1546,data/riverside_cats/FriT_riv.cat,So muche wo as I have with yow tholed,False,False,RIVERSIDE
dere,deere,The Friar's Tale 1567,data/riverside_cats/FriT_riv.cat,Heere may ye se myn owene deere brother,False,False,RIVERSIDE
olde,olde,The Friar's Tale 1582,data/riverside_cats/FriT_riv.cat,Com out quod he thou olde virytrate,False,False,RIVERSIDE
swete,sweete,The Friar's Tale 1585,data/riverside_cats/FriT_riv.cat,God save you sire what is youre sweete wille,False,False,RIVERSIDE
povre,povre,The Friar's Tale 1609,data/riverside_cats/FriT_riv.cat,Kithe youre almesse on me povre wrecche,False,False,RIVERSIDE
ofte,ofte,The General Prologue 52,data/riverside_cats/GP_riv.cat,Ful ofte tyme he hadde the bord bigonne,False,False,RIVERSIDE
god,goode,The General Prologue 74,data/riverside_cats/GP_riv.cat,His hors were goode but he was nat gay,False,False,RIVERSIDE
tender,tendre,The General Prologue 150,data/riverside_cats/GP_riv.cat,And al was conscience and tendre herte,False,False,RIVERSIDE
deinte,deyntee,The General Prologue 168,data/riverside_cats/GP_riv.cat,Ful many a deyntee hors hadde he in stable,False,False,RIVERSIDE
noble,noble,The General Prologue 214,data/riverside_cats/GP_riv.cat,Unto his ordre he was a noble post,False,False,RIVERSIDE
double,double,The General Prologue 262,data/riverside_cats/GP_riv.cat,Of double worstede was his semycope,False,False,RIVERSIDE
lene,leene,The General Prologue 287,data/riverside_cats/GP_riv.cat,As leene was his hors as is a rake,False,False,RIVERSIDE
simple,symple,The General Prologue 319,data/riverside_cats/GP_riv.cat,Al was fee symple to hym in effect,False,False,RIVERSIDE
medle,medlee,The General Prologue 328,data/riverside_cats/GP_riv.cat,He rood but hoomly in a medlee cote,False,False,RIVERSIDE
ouen,owene,The General Prologue 336,data/riverside_cats/GP_riv.cat,For he was Epicurus owene sone,False,False,RIVERSIDE
ofte,ofte,The General Prologue 356,data/riverside_cats/GP_riv.cat,Ful ofte tyme he was knyght of the shire,False,False,RIVERSIDE
nice,nyce,The General Prologue 398,data/riverside_cats/GP_riv.cat,Of nyce conscience took he no keep,False,False,RIVERSIDE
neue,newe,The General Prologue 428,data/riverside_cats/GP_riv.cat,Hir frendshipe nas nat newe to bigynne,False,False,RIVERSIDE
straunge,straunge,The General Prologue 464,data/riverside_cats/GP_riv.cat,She hadde passed many a straunge strem,False,False,RIVERSIDE
povre,povre,The General Prologue 478,data/riverside_cats/GP_riv.cat,And was a povre PERSOUN OF A TOUN,False,False,RIVERSIDE
riche,riche,The General Prologue 479,data/riverside_cats/GP_riv.cat,But riche he was of hooly thoght and werk,False,False,RIVERSIDE
clene,clene,The General Prologue 504,data/riverside_cats/GP_riv.cat,A shiten shepherde and a clene sheep,False,False,RIVERSIDE
treu,trewe,The General Prologue 531,data/riverside_cats/GP_riv.cat,A trewe swynkere and a good was he,False,False,RIVERSIDE
povre,povre,The General Prologue 537,data/riverside_cats/GP_riv.cat,For Cristes sake for every povre wight,False,False,RIVERSIDE
thikke,thikke,The General Prologue 549,data/riverside_cats/GP_riv.cat,He was shortsholdred brood a thikke knarre,False,False,RIVERSIDE
long,longe,The General Prologue 591,data/riverside_cats/GP_riv.cat,Ful longe were his legges and ful lene,False,False,RIVERSIDE
povre,povre,The General Prologue 702,data/riverside_cats/GP_riv.cat,A povre person dwellynge upon lond,False,False,RIVERSIDE
large,large,The General Prologue 753,data/riverside_cats/GP_riv.cat,A large man he was with eyen stepe,False,False,RIVERSIDE
long,longe,The General Prologue 784,data/riverside_cats/GP_riv.cat,Oure conseil was nat longe for to seche,False,False,RIVERSIDE
propre,propre,House of Fame 43,data/riverside_cats/HF_riv.cat,Or yf the soule of propre kynde,False,False,RIVERSIDE
queinte,queynte,House of Fame 126,data/riverside_cats/HF_riv.cat,And queynte maner of figures,False,False,RIVERSIDE
olde,olde,House of Fame 127,data/riverside_cats/HF_riv.cat,Of olde werk then I saugh ever,False,False,RIVERSIDE
muche,moche,House of Fame 147,data/riverside_cats/HF_riv.cat,In Itayle with ful moche pyne,False,False,RIVERSIDE
double,double,House of Fame 285,data/riverside_cats/HF_riv.cat,Or fals or privy or double was,False,False,RIVERSIDE
long,longe,House of Fame 446,data/riverside_cats/HF_riv.cat,Saugh he which is longe to telle,False,False,RIVERSIDE
fair,faire,House of Fame 518,data/riverside_cats/HF_riv.cat,Now faire blisfull O Cipris,False,False,RIVERSIDE
olde,olde,House of Fame 694,data/riverside_cats/HF_riv.cat,Of olde forleten aqueyntaunces,False,False,RIVERSIDE
propre,propre,House of Fame 726,data/riverside_cats/HF_riv.cat,Tellen the a propre skille,False,False,RIVERSIDE
pure,pure,House of Fame 824,data/riverside_cats/HF_riv.cat,How speche or soun of pure kynde,False,False,RIVERSIDE
muche,moche,House of Fame 971,data/riverside_cats/HF_riv.cat,Moche ys thy myght and thy noblesse,False,False,RIVERSIDE
feble,feble,House of Fame 1132,data/riverside_cats/HF_riv.cat,This were a feble fundament,False,False,RIVERSIDE
olde,olde,House of Fame 1155,data/riverside_cats/HF_riv.cat,Of olde tyme and yet they were,False,False,RIVERSIDE
grene,grene,House of Fame 1224,data/riverside_cats/HF_riv.cat,And pipes made of grene corn,False,False,RIVERSIDE
large,large,House of Fame 1238,data/riverside_cats/HF_riv.cat,Stonden in a large space,False,False,RIVERSIDE
long,longe,House of Fame 1287,data/riverside_cats/HF_riv.cat,And eft imused longe while,False,False,RIVERSIDE
ouen,oune,House of Fame 1311,data/riverside_cats/HF_riv.cat,Our oune gentil lady Fame,False,False,RIVERSIDE
riche,ryche,House of Fame 1322,data/riverside_cats/HF_riv.cat,That crien ryche folkes laudes,False,False,RIVERSIDE
muche,moche,House of Fame 1358,data/riverside_cats/HF_riv.cat,Ful moche prees of folk ther nas,False,False,RIVERSIDE
noble,noble,House of Fame 1409,data/riverside_cats/HF_riv.cat,That thys ylke noble quene,False,False,RIVERSIDE
large,large,House of Fame 1412,data/riverside_cats/HF_riv.cat,Of thoo that hadde large fame,False,False,RIVERSIDE
digne,digne,House of Fame 1426,data/riverside_cats/HF_riv.cat,And folk of digne reverence,False,False,RIVERSIDE
large,large,House of Fame 1450,data/riverside_cats/HF_riv.cat,That hath a ful large whel to turne,False,False,RIVERSIDE
long,longe,House of Fame 1484,data/riverside_cats/HF_riv.cat,That bore hath up a longe while,False,False,RIVERSIDE
noble,noble,House of Fame 1535,data/riverside_cats/HF_riv.cat,Before this ilke noble quene,False,False,RIVERSIDE
hard,harde,House of Fame 1586,data/riverside_cats/HF_riv.cat,This Eolus with harde grace,False,False,RIVERSIDE
huge,huge,House of Fame 1607,data/riverside_cats/HF_riv.cat,Another huge companye,False,False,RIVERSIDE
god,goode,House of Fame 1608,data/riverside_cats/HF_riv.cat,Of goode folk and gunne crie,False,False,RIVERSIDE
muche,moche,House of Fame 1748,data/riverside_cats/HF_riv.cat,Hyt shal doon us as moche good,False,False,RIVERSIDE
badde,badde,House of Fame 1768,data/riverside_cats/HF_riv.cat,Though they goon in ful badde lese,False,False,RIVERSIDE
god,goode,House of Fame 1832,data/riverside_cats/HF_riv.cat,As goode folk han in godnesse,False,False,RIVERSIDE
god,goode,House of Fame 1854,data/riverside_cats/HF_riv.cat,As goode folk han for godnesse,False,False,RIVERSIDE
grene,grene,House of Fame 1947,data/riverside_cats/HF_riv.cat,In somer whan they grene been,False,False,RIVERSIDE
neue,newe,House of Fame 2045,data/riverside_cats/HF_riv.cat,A newe tydynge prively,False,False,RIVERSIDE
whit,white,House of Fame 2116,data/riverside_cats/HF_riv.cat,As doth the faire white mone,False,False,RIVERSIDE
riche,riche,The Knight's Tale 864,data/riverside_cats/KnT_riv.cat,Ful many a riche contree hadde he wonne,False,False,RIVERSIDE
large,large,The Knight's Tale 886,data/riverside_cats/KnT_riv.cat,I have God woot a large feeld to ere,False,False,RIVERSIDE
weik,wayke,The Knight's Tale 887,data/riverside_cats/KnT_riv.cat,And wayke been the oxen in my plough,False,False,RIVERSIDE
treu,trewe,The Knight's Tale 959,data/riverside_cats/KnT_riv.cat,And swoor his ooth as he was trewe knyght,False,False,RIVERSIDE
long,longe,The Knight's Tale 994,data/riverside_cats/KnT_riv.cat,But it were al to longe for to devyse,False,False,RIVERSIDE
quik,quyke,The Knight's Tale 1015,data/riverside_cats/KnT_riv.cat,Nat fully quyke ne fully dede they were,False,False,RIVERSIDE
ded,dede,The Knight's Tale 1015,data/riverside_cats/KnT_riv.cat,Nat fully quyke ne fully dede they were,False,False,RIVERSIDE
lef,leeve,The Knight's Tale 1184,data/riverside_cats/KnT_riv.cat,And soothly leeve brother this is al,False,False,RIVERSIDE
treu,trewe,The Knight's Tale 1326,data/riverside_cats/KnT_riv.cat,That many a trewe man hath doon mescheef,False,False,RIVERSIDE
double,double,The Knight's Tale 1338,data/riverside_cats/KnT_riv.cat,Encressen double wise the peynes stronge,False,False,RIVERSIDE
muche,muche,The Knight's Tale 1359,data/riverside_cats/KnT_riv.cat,So muche sorwe hadde nevere creature,False,False,RIVERSIDE
lene,lene,The Knight's Tale 1362,data/riverside_cats/KnT_riv.cat,That lene he wex and drye as is a shaft,False,False,RIVERSIDE
povre,povre,The Knight's Tale 1409,data/riverside_cats/KnT_riv.cat,And cladde hym as a povre laborer,False,False,RIVERSIDE
double,double,The Knight's Tale 1454,data/riverside_cats/KnT_riv.cat,Who feeleth double soor and hevynesse,False,False,RIVERSIDE
fair,faire,The Knight's Tale 1511,data/riverside_cats/KnT_riv.cat,Welcome be thou faire fresshe May,False,False,RIVERSIDE
fresh,fresshe,The Knight's Tale 1511,data/riverside_cats/KnT_riv.cat,Welcome be thou faire fresshe May,False,False,RIVERSIDE
long,longe,The Knight's Tale 1573,data/riverside_cats/KnT_riv.cat,A longe tyme and after he up sterte,False,False,RIVERSIDE
fals,false,The Knight's Tale 1580,data/riverside_cats/KnT_riv.cat,And seide Arcite false traytour wikke,False,False,RIVERSIDE
mete,mete,The Knight's Tale 1631,data/riverside_cats/KnT_riv.cat,Bothe suffisaunt and mete to darreyne,False,False,RIVERSIDE
ouen,owene,The Knight's Tale 1744,data/riverside_cats/KnT_riv.cat,Youre owene mouth by youre confessioun,False,False,RIVERSIDE
muche,muche,The Knight's Tale 1808,data/riverside_cats/KnT_riv.cat,Kan hem therfore as muche thank as me,False,False,RIVERSIDE
noble,noble,The Knight's Tale 1885,data/riverside_cats/KnT_riv.cat,That swich a noble theatre as it was,False,False,RIVERSIDE
riche,riche,The Knight's Tale 1911,data/riverside_cats/KnT_riv.cat,An oratorie riche for to see,False,False,RIVERSIDE
noble,noble,The Knight's Tale 1913,data/riverside_cats/KnT_riv.cat,Hath Theseus doon wroght in noble wyse,False,False,RIVERSIDE
gaudi,gaude,The Knight's Tale 2079,data/riverside_cats/KnT_riv.cat,In gaude grene hir statue clothed was,False,False,RIVERSIDE
huge,huge,The Knight's Tale 2145,data/riverside_cats/KnT_riv.cat,A wrethe of gold armgreet of huge wighte,False,False,RIVERSIDE
tame,tame,The Knight's Tale 2186,data/riverside_cats/KnT_riv.cat,Ful many a tame leon and leopart,False,False,RIVERSIDE
humble,humble,The Knight's Tale 2219,data/riverside_cats/KnT_riv.cat,And doun he kneleth and with humble cheere,False,False,RIVERSIDE
